County,State,Population,Poverty Rate,Median Age,Median Household Income,Number of Employees,Median Property Value
unassigned-county-az,az,,,,,,
unassigned-county-ar,ar,,,,,,
unassigned-county-ca,ca,,,,,,
unassigned-county-ct,ct,,,,,,
unassigned-county-de,de,,,,,,
unassigned-county-fl,fl,,,,,,
unassigned-county-ga,ga,,,,,,
unassigned-county-hi,hi,,,,,,
unassigned-county-id,id,,,,,,
unassigned-county-il,il,,,,,,
unassigned-county-in,in,,,,,,
unassigned-county-ia,ia,,,,,,
unassigned-county-ks,ks,,,,,,
unassigned-county-ky,ky,,,,,,
unassigned-county-la,la,,,,,,
unassigned-county-me,me,,,,,,
unassigned-county-md,md,,,,,,
unassigned-county-ma,ma,,,,,,
unassigned-county-mi,mi,,,,,,
unassigned-county-mn,mn,,,,,,
unassigned-county-ms,ms,,,,,,
unassigned-county-mo,mo,,,,,,
unassigned-county-mt,mt,,,,,,
unassigned-county-ne,ne,,,,,,
unassigned-county-nv,nv,,,,,,
unassigned-county-nh,nh,,,,,,
unassigned-county-nj,nj,,,,,,
unassigned-county-nm,nm,,,,,,
unassigned-county-ny,ny,,,,,,
unassigned-county-nc,nc,,,,,,
unassigned-county-nd,nd,,,,,,
unassigned-county-oh,oh,,,,,,
unassigned-county-ok,ok,,,,,,
unassigned-county-or,or,,,,,,
unassigned-county-pa,pa,,,,,,
unassigned-county-ri,ri,,,,,,
unassigned-county-sc,sc,,,,,,
unassigned-county-sd,sd,,,,,,
unassigned-county-tn,tn,,,,,,
unassigned-county-tx,tx,,,,,,
unassigned-county-ut,ut,,,,,,
unassigned-county-vt,vt,,,,,,
unassigned-county-va,va,,,,,,
unassigned-county-wa,wa,,,,,,
unassigned-county-wv,wv,,,,,,
unassigned-county-wi,wi,,,,,,
unassigned-county-wy,wy,,,,,,
unicoi-county-tn,tn,"17,830",20.1%,45.9,"$36,576","7,017","$121,200"
union-county-ar,ar,"40,022",20.1%,39.7,"$41,106","15,544","$79,900"
union-county-fl,fl,"15,300",21.4%,39.8,"$37,460","3,800","$89,000"
union-county-ga,ga,"22,262",12.8%,53.8,"$42,767","7,998","$191,800"
union-county-il,il,"17,267",16.8%,43.5,"$46,716","7,245","$98,600"
union-county-in,in,"7,225",8.21%,43.3,"$45,531","3,429","$109,900"
union-county-ia,ia,"12,497",13.8%,40.1,"$47,597","6,205","$94,300"
union-county-ky,ky,"14,915",22.9%,37.5,"$42,139","6,533","$83,100"
union-county-la,la,,,,,,
union-county-ms,ms,"28,202",18.2%,37.9,"$40,076","11,565","$92,500"
union-county-nj,nj,"558,067",10.3%,38.8,"$82,186","296,235","$375,400"
union-county-nm,nm,"4,216",14.2%,40.2,"$38,240","1,535","$89,500"
union-county-nc,nc,"222,095",9.4%,38,"$70,858","106,916","$215,200"
union-county-oh,oh,"54,688",7.4%,38.3,"$78,848","26,776","$186,000"
union-county-or,or,"25,810",17.4%,39.8,"$46,228","11,256","$172,100"
union-county-pa,pa,"45,056",10.2%,39.4,"$53,768","18,397","$172,200"
union-county-sc,sc,"27,772",19.3%,43.7,"$37,493","11,655","$75,600"
union-county-sd,sd,"14,929",7.34%,41.1,"$65,434","7,933","$161,300"
union-county-tn,tn,"19,176",21.6%,42,"$40,132","7,240","$114,200"
upshur-county-tx,tx,"40,506",13.8%,40.7,"$48,796","16,720","$111,600"
upshur-county-wv,wv,"24,604",21.2%,41.8,"$39,434","9,824","$111,900"
upson-county-ga,ga,"26,241",22.7%,41.5,"$35,375","9,958","$84,900"
upton-county-tx,tx,"3,575",18%,33.7,"$52,750","1,398","$62,900"
utah-county-ut,ut,"622,213",11.8%,24.9,"$75,349","290,186","$332,900"
uvalde-county-tx,tx,"27,015",17.9%,33.8,"$40,781","11,605","$77,800"
val-verde-county-tx,tx,"48,976",20.9%,31.7,"$44,609","18,667","$94,500"
valdez-cordova-county-ak,ak,,,,,,
valencia-county-nm,nm,"75,845",22%,39,"$43,428","28,511","$133,100"
valley-county-id,id,"10,104",10.4%,50.2,"$54,015","4,244","$258,000"
valley-county-mt,mt,"7,561",7.38%,44.4,"$55,267","3,832","$135,600"
valley-county-ne,ne,"4,252",11.5%,46,"$50,270","2,349","$92,700"
van-buren-county-ar,ar,"16,751",19.6%,47.6,"$34,428","5,646","$98,900"
van-buren-county-ia,ia,"7,308",14%,44,"$47,197","3,240","$82,700"
van-buren-county-mi,mi,"75,190",15.8%,41.6,"$49,119","33,499","$123,100"
van-buren-county-tn,tn,"5,675",19.5%,47.2,"$43,631","2,308","$95,000"
van-wert-county-oh,oh,"28,262",12.7%,41.4,"$50,974","13,522","$99,000"
van-zandt-county-tx,tx,"53,607",14.2%,43.3,"$50,061","22,384","$112,600"
vance-county-nc,nc,"44,420",23%,40.6,"$35,246","18,129","$95,500"
vanderburgh-county-in,in,"181,831",18%,37.9,"$44,815","86,719","$121,200"
venango-county-pa,pa,"52,880",13.6%,46,"$46,487","22,971","$85,000"
ventura-county-ca,ca,"850,967",10.3%,38.4,"$84,566","419,074","$614,400"
vermilion-county-il,il,"79,207",19.8%,40.2,"$44,930","31,973","$75,900"
vermilion-county-la,la,,,,,,
vermillion-county-in,in,"15,644",13.4%,43.2,"$45,440","6,440","$74,600"
vernon-county-la,la,,,,,,
vernon-county-mo,mo,"20,665",15.2%,40.7,"$41,479","9,505","$97,100"
vernon-county-wi,wi,"30,378",16.6%,42.3,"$49,996","13,425","$148,900"
victoria-county-tx,tx,"91,518",14.8%,35.7,"$55,740","43,077","$129,100"
vigo-county-in,in,"107,723",19.9%,36.1,"$42,030","47,559","$90,700"
vilas-county-wi,wi,"21,465",15.3%,53.4,"$42,720","9,038","$206,500"
vinton-county-oh,oh,"13,142",21.1%,41.9,"$41,541","5,241","$85,700"
virginia-beach-county-va,va,,,,,,
volusia-county-fl,fl,"547,538",16.1%,46.6,"$50,361","235,204","$193,800"
wabash-county-il,il,"11,568",13.1%,42.8,"$49,716","5,291","$79,000"
wabash-county-in,in,"31,848",13.3%,42,"$49,052","15,079","$96,700"
wabasha-county-mn,mn,"21,490",6.07%,45,"$61,973","11,379","$167,300"
wabaunsee-county-ks,ks,"6,918",6.1%,43.4,"$58,947","3,376","$111,900"
wadena-county-mn,mn,"13,626",15%,41.7,"$45,018","6,060","$118,900"
wagoner-county-ok,ok,"76,830",10.7%,38.5,"$59,210","35,839","$150,400"
wahkiakum-county-wa,wa,"4,105",13.9%,53.3,"$49,508","1,215","$202,600"
wake-county-nc,nc,1.09M,10.1%,36.4,"$79,970","586,724","$301,900"
wakulla-county-fl,fl,"31,586",12.6%,40.7,"$57,866","13,589","$133,700"
waldo-county-me,me,"39,280",14.3%,45.7,"$50,162","18,698","$159,800"
walker-county-al,al,"64,927",21.5%,42.3,"$38,872","24,280","$87,300"
walker-county-ga,ga,"68,609",17.2%,41.4,"$43,581","28,821","$111,100"
walker-county-tx,tx,"70,818",24.3%,35.2,"$41,456","24,044","$132,200"
walla-walla-county-wa,wa,"59,862",14.4%,37.3,"$52,630","26,496","$196,300"
waller-county-tx,tx,"48,443",18%,28.8,"$53,506","21,837","$157,600"
wallowa-county-or,or,"6,864",13.7%,52.7,"$44,877","3,034","$217,600"
walsh-county-nd,nd,"10,920",9.89%,44.6,"$50,781","5,545","$83,700"
walthall-county-ms,ms,"14,670",26.3%,40.3,"$31,077","5,553","$101,900"
walton-county-fl,fl,"63,457",17%,43.2,"$50,619","27,853","$203,100"
walton-county-ga,ga,"88,695",12.8%,38.9,"$55,876","39,299","$164,700"
walworth-county-sd,sd,"5,502",10.2%,44.4,"$46,623","2,741","$82,400"
walworth-county-wi,wi,"102,917",12.4%,39.4,"$58,401","53,327","$192,500"
wapello-county-ia,ia,"35,321",17%,39.5,"$43,329","16,269","$81,000"
ward-county-nd,nd,"69,628",8.37%,31,"$64,159","36,497","$211,900"
ward-county-tx,tx,"11,498",11.6%,33.6,"$63,333","4,823","$85,600"
ware-county-ga,ga,"35,688",24.8%,38.9,"$36,962","13,208","$78,500"
warren-county-ga,ga,"5,410",26.8%,44.2,"$32,860","2,104","$62,300"
warren-county-il,il,"17,429",13.8%,39.1,"$47,278","8,248","$83,900"
warren-county-in,in,"8,269",9.47%,44.6,"$58,950","4,012","$112,500"
warren-county-ia,ia,"48,630",6.21%,38.2,"$71,514","25,633","$171,400"
warren-county-ky,ky,"123,824",18%,32.7,"$49,508","60,183","$152,300"
warren-county-ms,ms,"47,510",23.7%,38.2,"$41,635","19,407","$114,600"
warren-county-mo,mo,"33,554",12.8%,40.9,"$56,193","14,824","$166,100"
warren-county-nj,nj,"107,088",8.17%,43.5,"$75,500","54,719","$256,700"
warren-county-ny,ny,"64,701",9.93%,46.2,"$60,222","32,518","$192,800"
warren-county-nc,nc,"20,190",22.3%,47.2,"$35,443","7,346","$93,900"
warren-county-oh,oh,"223,868",5.09%,39.1,"$79,397","109,115","$200,100"
warren-county-pa,pa,"40,345",13.4%,46.7,"$45,781","18,231","$92,200"
warren-county-tn,tn,"40,210",21.6%,40.1,"$36,765","17,029","$108,600"
warren-county-va,va,"38,991",9.85%,40.6,"$65,353","18,753","$231,000"
warrick-county-in,in,"61,581",7.69%,40.5,"$66,080","31,003","$158,100"
wasatch-county-ut,ut,"29,306",7.8%,33.3,"$74,552","14,397","$357,300"
wasco-county-or,or,"25,687",13.7%,40.9,"$48,510","11,254","$191,400"
waseca-county-mn,mn,"18,898",9.16%,39.6,"$55,189","9,516","$147,800"
washakie-county-wy,wy,"8,253",12.8%,43.4,"$51,362","3,833","$165,500"
washburn-county-wi,wi,"15,638",13%,50.4,"$46,592","7,011","$147,000"
washington-county-al,al,"16,746",22%,43.5,"$42,185","5,710","$83,900"
washington-county-ar,ar,"223,683",18%,31.5,"$47,452","106,905","$162,900"
washington-county-co,co,"4,809",9.91%,42.2,"$51,458","2,213","$120,300"
washington-county-fl,fl,"24,472",21%,41.9,"$36,989","8,860","$102,700"
washington-county-ga,ga,"20,506",27.1%,40.3,"$38,097","7,631","$82,400"
washington-county-id,id,"9,996",15.7%,46.1,"$37,521","3,693","$149,100"
washington-county-il,il,"14,260",9.73%,43,"$54,520","7,153","$108,100"
washington-county-in,in,"27,807",13.3%,41.2,"$46,861","11,952","$106,200"
washington-county-ia,ia,"22,095",9.13%,40.8,"$59,157","11,244","$140,400"
washington-county-ks,ks,"5,572",9.67%,46.2,"$47,992","2,787","$75,300"
washington-county-ky,ky,"11,999",17%,41.2,"$47,843","5,629","$105,600"
washington-county-la,la,,,,,,
washington-county-me,me,"31,822",18.2%,47.6,"$40,328","12,881","$110,000"
washington-county-md,md,"149,546",12.8%,40.6,"$58,260","67,375","$205,300"
washington-county-mn,mn,"250,979",4.96%,39.2,"$89,598","133,811","$264,300"
washington-county-ms,ms,"48,002",33.7%,36.7,"$29,387","17,213","$74,400"
washington-county-mo,mo,"24,968",20.2%,40.6,"$37,810","9,112","$90,400"
washington-county-ne,ne,"20,414",9.76%,41.2,"$66,485","10,805","$182,400"
washington-county-ny,ny,"62,183",12.8%,43.6,"$52,527","28,741","$144,900"
washington-county-nc,nc,"12,331",24.1%,43.5,"$34,557","4,548","$86,000"
washington-county-oh,oh,"60,871",15.5%,43.8,"$46,021","26,853","$119,400"
washington-county-ok,ok,"51,867",14%,40.1,"$50,388","22,746","$112,600"
washington-county-or,or,"597,695",10.3%,36.9,"$83,068","317,538","$417,100"
washington-county-pa,pa,"207,661",9.69%,44.4,"$59,309","99,129","$158,600"
washington-county-ri,ri,"126,190",9.63%,44.1,"$77,862","64,576","$320,600"
washington-county-tn,tn,"126,437",16.5%,39.8,"$44,180","59,101","$152,800"
washington-county-tx,tx,"34,667",13.2%,42,"$55,793","14,897","$163,400"
washington-county-vt,vt,"58,691",11.8%,43.5,"$60,602","31,703","$217,200"
washington-county-va,va,"54,457",14.6%,45.5,"$44,844","23,980","$137,200"
washington-county-wi,wi,"133,967",5.52%,42.6,"$73,021","73,513","$219,600"
washita-county-ok,ok,"11,550",14.2%,38.6,"$51,909","4,933","$80,200"
washoe-county-nv,nv,"465,735",13.3%,38.4,"$63,310","240,788","$363,000"
washtenaw-county-mi,mi,"370,963",14.5%,33.6,"$71,860","190,418","$280,500"
watauga-county-nc,nc,"53,421",28.3%,30.6,"$41,541","24,564","$240,700"
watonwan-county-mn,mn,"10,936",12.2%,39.9,"$50,044","5,641","$94,500"
waukesha-county-wi,wi,"403,072",5.02%,43.2,"$86,968","213,955","$290,500"
waupaca-county-wi,wi,"51,651",11%,44.9,"$54,071","26,033","$142,300"
waushara-county-wi,wi,"24,170",11.1%,48.8,"$48,412","10,435","$140,500"
wayne-county-ga,ga,"29,833",21.3%,38.2,"$41,534","10,402","$107,300"
wayne-county-il,il,"16,569",15.8%,43.4,"$46,405","7,347","$78,600"
wayne-county-in,in,"66,972",18.2%,41.1,"$41,813","29,078","$96,500"
wayne-county-ia,ia,"6,405",15.9%,43.3,"$42,434","2,796","$74,700"
wayne-county-ky,ky,"20,692",23.2%,42,"$33,715","6,992","$81,400"
wayne-county-mi,mi,1.75M,23.7%,38.1,"$46,390","753,512","$120,700"
wayne-county-ms,ms,"20,458",24.3%,37.4,"$35,215","7,800","$80,100"
wayne-county-mo,mo,"13,369",23.4%,46.9,"$35,135","4,501","$72,700"
wayne-county-ne,ne,"9,409",13.5%,31.7,"$58,093","5,224","$133,000"
wayne-county-ny,ny,"91,442",11.7%,43.6,"$53,693","43,209","$118,900"
wayne-county-nc,nc,"124,496",21.2%,37.3,"$41,766","51,308","$117,000"
wayne-county-oh,oh,"115,915",13%,38.7,"$54,037","55,764","$140,100"
wayne-county-pa,pa,"51,656",11.1%,47.7,"$52,161","21,209","$174,600"
wayne-county-tn,tn,"16,713",19.6%,41.9,"$34,299","5,815","$96,400"
wayne-county-wv,wv,"41,063",20.8%,43.3,"$38,905","14,439","$90,600"
waynesboro-county-va,va,,,,,,
weakley-county-tn,tn,"33,776",20.5%,38.1,"$36,550","14,098","$94,300"
webb-county-tx,tx,"275,910",31.5%,29,"$46,862","110,291","$122,300"
webster-county-ia,ia,"36,945",16.2%,39.6,"$42,148","16,583","$95,300"
webster-county-ga,ga,"2,627",19.5%,43.5,"$36,658","1,116","$57,200"
webster-county-ky,ky,"13,180",21.4%,41,"$39,273","5,098","$80,800"
webster-county-la,la,,,,,,
webster-county-ms,ms,"9,868",25.3%,39.9,"$35,634","3,502","$77,400"
webster-county-mo,mo,"37,558",18.4%,37.4,"$45,185","15,097","$122,500"
webster-county-ne,ne,"3,597",11.3%,46.1,"$43,831","1,764","$75,600"
webster-county-wv,wv,"8,637",26.7%,46.2,"$33,390","2,963","$68,400"
weld-county-co,co,"314,305",11.2%,34.6,"$75,938","159,677","$325,400"
wells-county-in,in,"27,832",11%,39.8,"$53,038","13,703","$121,000"
wells-county-nd,nd,"4,089",5.76%,51.8,"$54,464","2,033","$84,200"
west-baton-rouge-county-la,la,,,,,,
west-carroll-county-la,la,,,,,,
west-feliciana-county-la,la,,,,,,
westchester-county-ny,ny,"967,612",9.44%,40.9,"$94,811","485,840","$560,800"
westmoreland-county-pa,pa,"350,611",10.3%,47.4,"$58,471","171,961","$159,600"
westmoreland-county-va,va,"17,596",9.51%,47.6,"$55,688","7,696","$203,100"
weston-county-wy,wy,"7,117",14.4%,42.2,"$59,605","3,407","$180,100"
wetzel-county-wv,wv,"15,793",23.2%,45.9,"$40,694","5,399","$90,700"
wexford-county-mi,mi,"32,915",17.3%,41.9,"$42,793","13,834","$96,500"
wharton-county-tx,tx,"41,430",17.5%,37.3,"$50,145","18,767","$115,700"
whatcom-county-wa,wa,"212,738",15.3%,36.9,"$56,419","102,696","$299,800"
wheatland-county-mt,mt,"2,108",19.8%,39.4,"$37,222",974,"$89,300"
wheeler-county-ga,ga,"7,952",29.3%,38.2,"$28,490","1,845","$46,800"
wheeler-county-ne,ne,846,2.6%,50.2,"$49,706",494,"$104,300"
wheeler-county-or,or,"1,415",20.6%,57.9,"$33,563",498,"$138,300"
wheeler-county-tx,tx,"5,599",19.2%,39.4,"$50,910","2,551","$86,500"
white-county-ar,ar,"78,706",16.6%,36.3,"$44,074","32,331","$116,400"
white-county-ga,ga,"28,509",17.7%,45.1,"$43,944","11,802","$157,900"
white-county-il,il,"14,186",13.9%,43.8,"$46,279","6,006","$69,700"
white-county-in,in,"24,279",9.8%,42,"$51,404","11,428","$105,800"
white-county-tn,tn,"26,394",17.6%,43.4,"$37,654","9,994","$97,700"
white-pine-county-nv,nv,"9,858",13%,39.4,"$60,358","3,567","$130,600"
whiteside-county-il,il,"56,823",11.1%,42.9,"$51,969","26,553","$102,200"
whitfield-county-ga,ga,"103,963",19.2%,35.4,"$43,871","46,465","$124,300"
whitley-county-in,in,"33,481",9.46%,41,"$57,041","16,513","$131,600"
whitley-county-ky,ky,"36,027",25.2%,37,"$34,103","12,794","$83,800"
whitman-county-wa,wa,"47,794",27.5%,24.5,"$41,574","22,218","$199,400"
wichita-county-tx,tx,"131,778",18.9%,34.2,"$45,776","55,552","$93,200"
wicomico-county-md,md,"102,014",15.9%,35.8,"$54,493","49,785","$171,700"
wilbarger-county-tx,tx,"12,972",16.5%,37.2,"$43,913","6,329","$69,900"
wilcox-county-al,al,"10,919",31.9%,40.5,"$27,012","2,901","$81,600"
wilcox-county-ga,ga,"8,896",21.8%,39.4,"$35,457","2,392","$69,800"
wilkes-county-ga,ga,"9,905",26.5%,45.5,"$34,234","3,866","$83,400"
wilkes-county-nc,nc,"68,525",20.9%,44.1,"$37,173","28,169","$123,700"
wilkin-county-mn,mn,"6,398",9.89%,44.3,"$52,917","3,286","$114,400"
wilkinson-county-ga,ga,"9,147",23.3%,42.5,"$38,711","3,224","$69,100"
wilkinson-county-ms,ms,"9,084",38.7%,37.3,"$23,340","2,355","$60,400"
will-county-il,il,"692,310",7.4%,38.1,"$85,818","360,561","$242,800"
willacy-county-tx,tx,"21,839",35.6%,33.4,"$29,104","6,415","$49,100"
williams-county-nd,nd,"32,916",9.02%,31.3,"$89,874","17,779","$238,900"
williams-county-oh,oh,"37,061",13.5%,41.4,"$47,593","17,586","$94,200"
williamsburg-county-sc,sc,"32,256",28.2%,41.7,"$30,976","11,370","$68,400"
williamsburg-county-va,va,,,,,,
williamson-county-il,il,"67,477",15.2%,40.9,"$48,600","28,720","$106,400"
williamson-county-tn,tn,"212,161",4.59%,39,"$103,543","105,734","$388,400"
williamson-county-tx,tx,"566,719",6.97%,36.5,"$87,454","288,185","$283,000"
wilson-county-ks,ks,"8,858",16.8%,44,"$44,468","4,223","$66,700"
wilson-county-nc,nc,"81,379",20.6%,40.4,"$42,095","35,115","$119,200"
wilson-county-tn,tn,"128,874",9.21%,40.2,"$66,123","63,207","$227,100"
wilson-county-tx,tx,"47,205",10.2%,40.4,"$71,942","21,002","$170,600"
winchester-county-va,va,,,,,,
windham-county-ct,ct,"116,674",11.1%,41,"$62,553","59,022","$196,800"
windham-county-vt,vt,"43,332",14.1%,46.8,"$50,831","21,882","$212,000"
windsor-county-vt,vt,"55,485",10.2%,47.4,"$56,828","28,099","$216,300"
winkler-county-tx,tx,"7,777",17.9%,32.6,"$55,000","3,267","$58,200"
winn-county-la,la,,,,,,
winnebago-county-il,il,"284,081",15.3%,39.5,"$53,345","135,900","$121,800"
winnebago-county-ia,ia,"10,545",10.1%,42.5,"$50,072","5,119","$94,400"
winnebago-county-wi,wi,"169,540",12.2%,38,"$55,128","87,905","$147,300"
winneshiek-county-ia,ia,"20,575",7.98%,41,"$60,788","11,957","$161,500"
winona-county-mn,mn,"50,992",14.5%,34.5,"$53,975","28,578","$158,400"
winston-county-al,al,"23,968",18.7%,44.6,"$35,362","8,902","$82,900"
winston-county-ms,ms,"18,482",25.3%,42,"$33,313","7,303","$77,600"
wirt-county-wv,wv,"5,800",21.2%,43.4,"$38,936","2,022","$81,400"
wise-county-tx,tx,"63,247",13%,38.5,"$59,081","27,736","$141,700"
wise-county-va,va,"39,539",19.9%,40.3,"$38,255","13,321","$84,500"
wolfe-county-ky,ky,"7,251",36.9%,41.8,"$21,999","1,895","$65,700"
wood-county-oh,oh,"129,504",13.4%,34.6,"$58,033","67,528","$154,700"
wood-county-tx,tx,"43,315",13.3%,48.1,"$48,038","15,960","$117,000"
wood-county-wv,wv,"86,016",16.9%,43,"$45,537","36,841","$115,100"
wood-county-wi,wi,"73,427",11.1%,43.8,"$51,603","36,504","$127,700"
woodbury-county-ia,ia,"102,397",14%,35.6,"$51,350","51,486","$110,700"
woodford-county-il,il,"38,942",7.36%,39.9,"$69,507","18,685","$160,300"
woodford-county-ky,ky,"25,817",14.5%,42.3,"$60,604","13,099","$188,200"
woodruff-county-ar,ar,"6,763",26%,45.3,"$30,097","2,603","$63,700"
woods-county-ok,ok,"9,132",12.9%,33.8,"$57,097","4,638","$93,100"
woodson-county-ks,ks,"3,178",20.6%,48.6,"$36,493","1,500","$53,200"
woodward-county-ok,ok,"21,140",11.7%,36,"$57,602","9,313","$123,000"
worcester-county-md,md,"51,559",10.3%,49.7,"$59,458","23,915","$252,100"
worcester-county-ma,ma,"830,839",11.1%,40,"$71,853","426,478","$291,800"
worth-county-ga,ga,"20,809",21.5%,42.1,"$40,369","8,153","$85,600"
worth-county-ia,ia,"7,502",10.1%,44.4,"$50,880","3,778","$98,000"
worth-county-mo,mo,"2,053",15%,47.5,"$48,214",965,"$60,600"
wrangell-county-ak,ak,,,,,,
wright-county-ia,ia,"12,864",12.6%,44.3,"$48,935","5,882","$79,200"
wright-county-mn,mn,"131,130",5.04%,36.2,"$77,953","70,509","$211,500"
wright-county-mo,mo,"18,304",25%,42,"$31,290","6,631","$89,500"
wyandot-county-oh,oh,"22,190",11.3%,41.3,"$49,767","10,902","$110,600"
wyandotte-county-ks,ks,"163,227",21.4%,33.7,"$42,783","73,215","$92,800"
wyoming-county-ny,ny,"40,886",11.4%,41.8,"$55,459","18,372","$108,500"
wyoming-county-pa,pa,"27,760",10.4%,44,"$55,965","13,053","$163,500"
wyoming-county-wv,wv,"22,130",22.2%,43.8,"$37,644","6,325","$67,900"
wythe-county-va,va,"29,048",15.2%,44.4,"$46,119","13,014","$127,400"
yadkin-county-nc,nc,"37,825",17.3%,43.5,"$41,126","15,725","$127,300"
yakima-county-wa,wa,"248,279",19%,32.7,"$47,470","103,990","$163,500"
yalobusha-county-ms,ms,"12,426",22.6%,41.8,"$37,647","5,274","$75,200"
yamhill-county-or,or,"102,366",13.7%,38.2,"$58,392","45,842","$254,000"
yancey-county-nc,nc,"17,605",19.6%,46.8,"$37,610","7,013","$139,800"
yankton-county-sd,sd,"22,660",13.1%,42.1,"$50,029","11,340","$140,400"
yates-county-ny,ny,"25,083",13.1%,41.7,"$51,758","11,331","$128,900"
yavapai-county-az,az,"220,972",14.7%,52.2,"$48,259","83,535","$215,000"
yazoo-county-ms,ms,"27,496",36.5%,35.7,"$28,330","7,778","$78,700"
yell-county-ar,ar,"21,601",17.8%,39.7,"$39,696","8,852","$100,300"
yellow-medicine-county-mn,mn,"9,930",12.5%,42.6,"$54,645","5,014","$99,100"
yellowstone-county-mt,mt,"156,332",10.1%,38.3,"$57,955","80,238","$210,500"
yoakum-county-tx,tx,"8,481",12.3%,31.7,"$62,500","3,755","$81,900"
yolo-county-ca,ca,"212,605",19.4%,30.9,"$61,621","95,944","$370,800"
york-county-me,me,"201,454",8.48%,44.7,"$62,618","105,307","$233,000"
york-county-ne,ne,"13,832",9.74%,40.9,"$59,966","7,132","$128,400"
york-county-pa,pa,"448,273",10.3%,40.9,"$65,239","224,002","$183,000"
york-county-sc,sc,"251,664",12.3%,38.3,"$59,394","121,792","$173,600"
york-county-va,va,"67,196",5.23%,39.6,"$86,781","30,172","$315,400"
young-county-tx,tx,"18,166",16.5%,41.5,"$46,351","8,248","$87,500"
yuba-county-ca,ca,"74,644",18.5%,32.4,"$51,776","27,832","$207,100"
yukon-koyukuk-county-ak,ak,,,,,,
yuma-county-az,az,"204,281",19.7%,34.1,"$43,253","74,891","$117,000"
yuma-county-co,co,"10,109",14.3%,35.8,"$44,668","4,940","$148,800"
zapata-county-tx,tx,"14,415",34.1%,29.4,"$34,550","5,146","$60,700"
zavala-county-tx,tx,"12,152",36.2%,30.8,"$25,988","4,397","$39,900"
ziebach-county-sd,sd,"2,837",43.1%,30.5,"$35,000",967,"$57,100"
nan,nan,,,,,,
hickory-county-mo,mo,"9,352",23.3%,54.8,"$34,746","3,207","$90,200"
dukes-county-ma,ma,"17,275",8.4%,45.9,"$67,535","9,172","$674,600"
nantucket-county-ma,ma,"10,912",11.2%,39.8,"$91,942","6,408","$995,900"
ontonagon-county-mi,mi,"6,072",15.5%,57.1,"$36,073","2,021","$69,500"
